filetype,size,duration,bitrate
video/avi,52219682,3300040,121703
video/avi,52219682,3300040,121703
video/avi,52117450,3300080,121442
video/avi,52117450,3300080,121442
video/avi,52015784,3300120,121234
video/avi,52015784,3300120,121234
video/avi,51945312,3299960,121048
video/avi,51945312,3299960,121048
video/avi,51936020,3300080,120999
video/avi,51936020,3300080,120999
video/avi,47124216,3000120,120765
video/avi,47124216,3000120,120765
video/avi,47072692,3000120,120661
video/avi,47072692,3000120,120661
video/avi,51578806,3300080,120152
video/avi,51578806,3300080,120152
video/avi,46875430,3000040,120149
video/avi,46875430,3000040,120149
video/avi,46772278,3000080,119823
video/avi,168298370,10800120,119765
video/avi,46587190,3000120,119356
video/avi,46587190,3000120,119356
video/avi,46318470,3000080,118641
video/avi,46318470,3000080,118641
video/avi,46312014,3000080,118593
video/avi,46312014,3000080,118593
video/avi,138387328,8998040,118123
video/avi,138387328,8998040,118123
video/avi,50647070,3300000,117910
video/avi,50647070,3300000,117910
video/avi,46030230,3000040,117877
video/avi,46030230,3000040,117877
video/avi,50490378,3300120,117507
video/avi,50490378,3300120,117507
video/avi,50345224,3300160,117151
video/avi,50345224,3300160,117151
video/avi,45729162,3000200,117061
video/avi,45729162,3000200,117061
video/avi,45713666,3000000,117034
video/avi,45713666,3000000,117034
video/avi,45643362,2999880,116806
video/avi,45643362,2999880,116806
video/avi,50195338,3300120,116768
video/avi,50195338,3300120,116768
video/avi,45423326,3000000,116229
video/avi,45423326,3000000,116229
video/avi,49924562,3300080,116126
video/avi,45291256,3000080,115867
video/avi,45291256,3000080,115867
video/avi,45229524,3000160,115730
video/avi,45229524,3000160,115730
video/avi,45202232,3000120,115686
video/avi,45202232,3000120,115686
video/avi,135546450,9000160,115587
video/avi,135546450,9000160,115587
video/avi,45178568,3000080,115582
video/avi,45178568,3000080,115582
video/avi,49439636,3300080,114919
video/avi,49439636,3300080,114919
video/avi,103321364,6900040,114915
video/avi,44884774,3000040,114791
video/avi,44884774,3000040,114791
video/avi,44857200,3000080,114735
video/avi,44857200,3000080,114735
video/avi,44815768,3000080,114605
video/avi,44815768,3000080,114605
video/avi,44776930,3000000,114511
video/avi,44776930,3000000,114511
video/avi,44758794,3000040,114477
video/avi,44758794,3000040,114477
video/avi,44751016,3000120,114430
video/avi,44751016,3000120,114430
video/avi,49204850,3299920,114365
video/avi,49204850,3299920,114365
video/avi,44574356,3000040,113964
video/avi,48774354,3300080,113362
video/avi,48774354,3300080,113362
video/avi,44306152,2999840,113244
video/avi,44306152,2999840,113244
video/avi,48691182,3300160,113138
video/avi,48691182,3300160,113138
video/avi,48634248,3300000,113003
video/avi,48634248,3300000,113003
video/avi,48586852,3300120,112909
video/avi,48586852,3300120,112909
video/avi,44074778,2999560,112656
video/avi,44074778,2999560,112656
video/avi,44048398,3000040,112602
video/avi,44048398,3000040,112602
video/avi,48455888,3300040,112597
video/avi,48455888,3300040,112597
video/avi,43820402,2997360,112091
video/avi,43820402,2997360,112091
video/avi,48175580,3300040,111941
video/avi,48175580,3300040,111941
video/avi,48186040,3300040,111903
video/avi,48180002,3300080,111899
video/avi,48180002,3300080,111899
video/avi,39316962,2700120,111615
video/avi,39316962,2700120,111615
video/avi,100416512,6900200,111564
video/avi,100416512,6900200,111564
video/avi,43655018,3000080,111527
video/avi,43655018,3000080,111527
video/avi,43632446,3000080,111452
video/avi,47792916,3300040,110937
video/avi,47792916,3300040,110937
video/avi,47764750,3300080,110906
video/avi,47764750,3300080,110906
video/avi,47733010,3300120,110839
video/avi,47733010,3300120,110839
video/avi,43401120,3000040,110834
video/avi,43401120,3000040,110834
video/avi,43254500,3000160,110440
video/avi,43254500,3000160,110440
video/avi,47474956,3300000,110191
video/avi,47474956,3300000,110191
video/avi,47320146,3300040,109843
video/avi,47320146,3300040,109843
video/avi,47236978,3300120,109614
video/avi,47236978,3300120,109614
video/avi,47198292,3299840,109555
video/avi,47198292,3299840,109555
video/avi,42827976,3000000,109327
video/avi,42827976,3000000,109327
video/avi,46932022,3300040,108913
video/avi,46932022,3300040,108913
video/avi,93819402,6600080,108871
video/avi,93819402,6600080,108871
video/avi,42393318,3000080,108122
video/avi,42393318,3000080,108122
video/avi,101668690,7200200,108073
video/avi,101668690,7200200,108073
video/avi,46446698,3300080,107703
video/avi,46446698,3300080,107703
video/avi,46440124,3300160,107683
video/avi,46440124,3300160,107683
video/avi,46332102,3299680,107479
video/avi,46332102,3299680,107479
video/avi,96872270,6900200,107443
video/avi,96872270,6900200,107443
video/avi,42056234,2999920,107261
video/avi,42056234,2999920,107261
video/avi,46258754,3300080,107227
video/avi,46258754,3300080,107227
video/avi,46220246,3300040,107181
video/avi,46220246,3300040,107181
video/avi,46155752,3300040,106994
video/avi,46155752,3300040,106994
video/avi,41936294,3000120,106942
video/avi,41936294,3000120,106942
video/avi,46115360,3300120,106941
video/avi,200962596,14400240,106781
video/avi,200962596,14400240,106781
video/avi,46044182,3300120,106703
video/avi,46044182,3300120,106703
video/avi,41848404,3000040,106694
video/avi,41848404,3000040,106694
video/avi,41760606,3000040,106463
video/avi,41760606,3000040,106463
video/avi,41718742,3000080,106350
video/avi,41718742,3000080,106350
video/avi,45767740,3300000,106051
video/avi,45767740,3300000,106051
video/avi,99627874,7200120,105843
video/avi,99627874,7200120,105843
video/avi,41502874,3000160,105809
video/avi,41502874,3000160,105809
video/avi,45499780,3300120,105418
video/avi,45499780,3300120,105418
video/avi,45477630,3300040,105347
video/avi,45477630,3300040,105347
video/avi,41312132,3000160,105304
video/avi,41312132,3000160,105304
video/avi,144472930,10500000,105178
video/avi,144472930,10500000,105178
video/avi,94253594,6900160,104404
video/avi,94253594,6900160,104404
video/avi,44825264,3300120,103770
video/avi,44825264,3300120,103770
video/avi,40638688,3000120,103490
video/avi,40638688,3000120,103490
video/avi,40557384,3000080,103293
video/avi,40557384,3000080,103293
video/avi,40568002,3000160,103275
video/avi,40568002,3000160,103275
video/avi,44546592,3300040,103120
video/avi,44546592,3300040,103120
video/avi,101205498,7500040,103099
video/avi,101205498,7500040,103099
video/avi,40473868,3000040,103033
video/avi,40473868,3000040,103033
video/avi,44475482,3300040,102933
video/avi,44475482,3300040,102933
video/avi,44419166,3299880,102774
video/avi,44419166,3299880,102774
video/avi,44400948,3300040,102742
video/avi,44400948,3300040,102742
video/avi,40362652,2999960,102696
video/avi,40362652,2999960,102696
video/avi,96727048,7200240,102549
video/avi,96727048,7200240,102549
video/avi,40272152,3000040,102442
video/avi,40272152,3000040,102442
video/avi,193159568,14399840,102423
video/avi,193159568,14399840,102423
video/avi,44263388,3299800,102372
video/avi,44263388,3299800,102372
video/avi,44127410,3300080,102082
video/avi,44127410,3300080,102082
video/avi,40070594,3000080,101969
video/avi,40070594,3000080,101969
video/avi,39939818,3000040,101626
video/avi,39939818,3000040,101626
video/avi,39915938,2999960,101568
video/avi,39915938,2999960,101568
video/avi,39833724,3000040,101367
video/avi,39833724,3000040,101367
video/avi,91597852,6900240,101331
video/avi,91597852,6900240,101331
video/avi,43775736,3300040,101208
video/avi,43775736,3300040,101208
video/avi,43710826,3300040,101089
video/avi,43710826,3300040,101089
video/avi,43659412,3300080,101000
video/avi,43659412,3300080,101000
video/avi,43677008,3300080,100993
video/avi,43677008,3300080,100993
video/avi,43653296,3300080,100986
video/avi,43653296,3300080,100986
video/avi,43667296,3300040,100970
video/avi,43667296,3300040,100970
video/avi,91272242,6900160,100961
video/avi,43658102,3300080,100942
video/avi,43658102,3300080,100942
video/avi,43646404,3300120,100925
video/avi,43646404,3300120,100925
video/avi,39606524,3000040,100670
video/avi,39606524,3000040,100670
video/avi,39562912,3000040,100627
video/avi,39562912,3000040,100627
video/avi,39575734,2999920,100625
video/avi,39575734,2999920,100625
video/avi,39543482,3000200,100574
video/avi,39543482,3000200,100574
video/avi,43494742,3299880,100571
video/avi,43494742,3299880,100571
video/avi,39424710,3000040,100230
video/avi,39424710,3000040,100230
video/avi,39341770,3000040,100013
video/avi,39341770,3000040,100013
video/avi,43224256,3299960,99921
video/avi,43224256,3299960,99921
video/avi,39251810,3000000,99831
video/avi,39251810,3000000,99831
video/avi,43153908,3300120,99658
video/avi,43153908,3300120,99658
video/avi,98010660,7500080,99658
video/avi,98010660,7500080,99658
video/avi,43123300,3300040,99639
video/avi,43123300,3300040,99639
video/avi,43009712,3300160,99367
video/avi,43009712,3300160,99367
video/avi,42848270,3300080,98992
video/avi,42848270,3300080,98992
video/avi,42847170,3300120,98965
video/avi,42847170,3300120,98965
video/avi,42562992,3300080,98335
video/avi,42562992,3300080,98335
video/avi,42512424,3299840,98182
video/avi,42512424,3299840,98182
video/avi,42381716,3300080,97894
video/avi,42381716,3300080,97894
video/avi,42394988,3300080,97892
video/avi,42394988,3300080,97892
video/avi,42337384,3300000,97736
video/avi,42337384,3300000,97736
video/avi,38494814,2999920,97707
video/avi,38494814,2999920,97707
video/avi,42292718,3300040,97704
video/avi,42333772,3300080,97694
video/avi,42333772,3300080,97694
video/avi,42267346,3300040,97567
video/avi,42267346,3300040,97567
video/avi,38426968,3000080,97567
video/avi,38426968,3000080,97567
video/avi,88156914,6900240,97336
video/avi,88156914,6900240,97336
video/avi,38327080,2999920,97333
video/avi,38327080,2999920,97333
video/avi,38324086,3000040,97331
video/avi,38324086,3000040,97331
video/avi,38299558,3000040,97289
video/avi,38299558,3000040,97289
video/avi,38300156,3000160,97263
video/avi,38300156,3000160,97263
video/avi,87976918,6900200,97135
video/avi,87976918,6900200,97135
video/avi,42088306,3300120,97134
video/avi,42088306,3300120,97134
video/avi,42051508,3300000,97086
video/avi,42051508,3300000,97086
video/avi,84120500,6600120,97051
video/avi,84120500,6600120,97051
video/avi,133748752,10500000,97007
video/avi,133748752,10500000,97007
video/avi,38206790,3000000,96984
video/avi,38206790,3000000,96984
video/avi,38126770,3000160,96817
video/avi,38126770,3000160,96817
video/avi,41988488,3299920,96805
video/avi,41918076,3300040,96764
video/avi,41918076,3300040,96764
video/avi,38057602,3000000,96576
video/avi,38057602,3000000,96576
video/avi,41819748,3300040,96496
video/avi,41819748,3300040,96496
video/avi,41786570,3300000,96404
video/avi,41786570,3300000,96404
video/avi,41758550,3300120,96385
video/avi,41758550,3300120,96385
video/avi,41763942,3300120,96331
video/avi,41763942,3300120,96331
video/avi,37898846,3000120,96197
video/avi,37898846,3000120,96197
video/avi,37838120,3000040,96003
video/avi,37838120,3000040,96003
video/avi,37804792,2999960,95936
video/avi,37804792,2999960,95936
video/avi,41573166,3299960,95895
video/avi,41573166,3299960,95895
video/avi,37749134,3000080,95718
video/avi,37749134,3000080,95718
video/avi,41475392,3300160,95645
video/avi,41475392,3300160,95645
video/avi,37696842,3000040,95641
video/avi,37696842,3000040,95641
video/avi,41447918,3300160,95620
video/avi,41447918,3300160,95620
video/avi,86529832,6900160,95450
video/avi,86529832,6900160,95450
video/avi,37562556,3000080,95283
video/avi,37562556,3000080,95283
video/avi,41276376,3300120,95167
video/avi,41276376,3300120,95167
video/avi,82374482,6600120,94948
video/avi,41152992,3300000,94874
video/avi,41152992,3300000,94874
video/avi,89711150,7200120,94812
video/avi,89711150,7200120,94812
video/avi,37373288,3000040,94786
video/avi,37373288,3000040,94786
video/avi,179381396,14399920,94765
video/avi,179381396,14399920,94765
video/avi,37344666,3000080,94720
video/avi,37344666,3000080,94720
video/avi,41074186,3300080,94667
video/avi,41074186,3300080,94667
video/avi,179062290,14400320,94585
video/avi,179062290,14400320,94585
video/avi,37271994,3000080,94536
video/avi,37271994,3000080,94536
video/avi,40996286,3299840,94529
video/avi,40996286,3299840,94529
video/avi,40998484,3300200,94489
video/avi,40998484,3300200,94489
video/avi,37236236,3000080,94392
video/avi,37236236,3000080,94392
video/avi,40945084,3300040,94385
video/avi,40945084,3300040,94385
video/avi,40925244,3300080,94336
video/avi,40925244,3300080,94336
video/avi,37097058,3000040,94071
video/avi,37097058,3000040,94071
video/avi,40726620,3300080,93889
video/avi,40726620,3300080,93889
video/avi,40732782,3300240,93849
video/avi,40732782,3300240,93849
video/avi,40679092,3300040,93768
video/avi,40679092,3300040,93768
video/avi,36968068,3000040,93680
video/avi,36968068,3000040,93680
video/avi,40560166,3299880,93442
video/avi,40560166,3299880,93442
video/avi,40478264,3300240,93230
video/avi,40478264,3300240,93230
video/avi,88243608,7200120,93128
video/avi,88243608,7200120,93128
video/avi,36751824,3000040,93103
video/avi,36751824,3000040,93103
video/avi,40387772,3300120,93020
video/avi,40382816,3299880,93020
video/avi,40382816,3299880,93020
video/avi,40374256,3299880,92993
video/avi,40374256,3299880,92993
video/avi,40358494,3300080,92954
video/avi,40358494,3300080,92954
video/avi,40361382,3300080,92947
video/avi,40361382,3300080,92947
video/avi,36654978,2999880,92900
video/avi,36654978,2999880,92900
video/avi,40308452,3300000,92837
video/avi,40308452,3300000,92837
video/avi,40248184,3300120,92662
video/avi,40248184,3300120,92662
video/avi,36393832,3000040,92164
video/avi,36393832,3000040,92164
video/avi,43678022,3600160,92159
video/avi,43678022,3600160,92159
video/avi,36408350,3000040,92142
video/avi,36408350,3000040,92142
video/avi,36322884,2999920,91981
video/avi,36322884,2999920,91981
video/avi,39956732,3300200,91969
video/avi,39956732,3300200,91969
video/avi,39948058,3300080,91968
video/avi,39948058,3300080,91968
video/avi,39921652,3300040,91922
video/avi,39921652,3300040,91922
video/avi,39933932,3300040,91913
video/avi,39933932,3300040,91913
video/avi,36320744,3000040,91913
video/avi,36320744,3000040,91913
video/avi,39866282,3300040,91804
video/avi,39866282,3300040,91804
video/avi,36219214,3000000,91684
video/avi,36219214,3000000,91684
video/avi,39729900,3300040,91453
video/avi,39729900,3300040,91453
video/avi,39706750,3300120,91307
video/avi,39659716,3300000,91266
video/avi,39659716,3300000,91266
video/avi,36042176,3000080,91211
video/avi,36042176,3000080,91211
video/avi,36023228,3000080,91191
video/avi,36023228,3000080,91191
video/avi,86429554,7200080,91172
video/avi,86429554,7200080,91172
video/avi,35822484,3000080,90666
video/avi,35822484,3000080,90666
video/avi,39421636,3300080,90665
video/avi,39421636,3300080,90665
video/avi,39308870,3300040,90398
video/avi,39308870,3300040,90398
video/avi,39233166,3299840,90258
video/avi,39233166,3299840,90258
video/avi,35612044,3000200,90108
video/avi,35612044,3000200,90108
video/avi,39179242,3300000,90052
video/avi,39179242,3300000,90052
video/avi,35605468,3000040,90050
video/avi,35605468,3000040,90050
video/avi,49818850,4200040,90041
video/avi,49818850,4200040,90041
video/avi,39153680,3300040,90002
video/avi,39153680,3300040,90002
video/avi,39121686,3300080,89986
video/avi,39121686,3300080,89986
video/avi,39069476,3300160,89823
video/avi,39069476,3300160,89823
video/avi,38995692,3300160,89648
video/avi,38995692,3300160,89648
video/avi,38978346,3300080,89645
video/avi,38978346,3300080,89645
video/avi,38997108,3300080,89633
video/avi,38997108,3300080,89633
video/avi,38982006,3300000,89607
video/avi,38982006,3300000,89607
video/avi,35325614,3000040,89305
video/avi,35325614,3000040,89305
video/avi,35269034,3000120,89207
video/avi,35269034,3000120,89207
video/avi,38756820,3300160,89090
video/avi,38756820,3300160,89090
video/avi,38761058,3300080,89082
video/avi,38761058,3300080,89082
video/avi,63410354,5400160,89078
video/avi,63410354,5400160,89078
video/avi,38760724,3300120,89069
video/avi,38760724,3300120,89069
video/avi,38715690,3300080,88914
video/avi,38715690,3300080,88914
video/avi,38624630,3300080,88778
video/avi,38624630,3300080,88778
video/avi,38608838,3300120,88720
video/avi,38608838,3300120,88720
video/avi,126161706,10800000,88597
video/avi,35019858,3000120,88532
video/avi,35019858,3000120,88532
video/avi,38467236,3300000,88361
video/avi,38467236,3300000,88361
video/avi,34901098,3000080,88166
video/avi,34901098,3000080,88166
video/avi,80265594,6900200,88104
video/avi,80265594,6900200,88104
video/avi,38355314,3300120,88097
video/avi,38355314,3300120,88097
video/avi,38311140,3300040,87978
video/avi,38311140,3300040,87978
video/avi,38283498,3300160,87954
video/avi,38283498,3300160,87954
video/avi,34810412,3000080,87954
video/avi,34810412,3000080,87954
video/avi,38284082,3300120,87924
video/avi,38284082,3300120,87924
video/avi,34784936,3000040,87860
video/avi,34784936,3000040,87860
video/avi,38248706,3300000,87822
video/avi,38248706,3300000,87822
video/avi,34660340,3000040,87541
video/avi,34660340,3000040,87541
video/avi,34620250,3000120,87476
video/avi,34620250,3000120,87476
video/avi,34616528,3000120,87468
video/avi,34616528,3000120,87468
video/avi,38074434,3299880,87388
video/avi,38074434,3299880,87388
video/avi,37966750,3300080,87201
video/avi,37966750,3300080,87201
video/avi,37948724,3300120,87118
video/avi,37948724,3300120,87118
video/avi,34491712,3000040,87117
video/avi,34491712,3000040,87117
video/avi,37908516,3300080,87017
video/avi,34481524,3000040,86993
video/avi,34481524,3000040,86993
video/avi,34439174,3000080,86986
video/avi,34439174,3000080,86986
video/avi,34402772,3000120,86890
video/avi,34402772,3000120,86890
video/avi,34359894,3000080,86726
video/avi,34359894,3000080,86726
video/avi,37781132,3300000,86669
video/avi,37781132,3300000,86669
video/avi,34309724,3000120,86592
video/avi,34309724,3000120,86592
video/avi,34280668,3000040,86512
video/avi,34280668,3000040,86512
video/avi,37683754,3300120,86432
video/avi,34251044,3000080,86413
video/avi,34202714,3000040,86348
video/avi,34202714,3000040,86348
video/avi,37605216,3299920,86308
video/avi,37605216,3299920,86308
video/avi,37608292,3300120,86301
video/avi,37608292,3300120,86301
video/avi,37545308,3299960,86108
video/avi,37545308,3299960,86108
video/avi,37552718,3300040,86103
video/avi,37552718,3300040,86103
video/avi,37516646,3300040,86101
video/avi,37516646,3300040,86101
video/avi,37524648,3300120,86073
video/avi,37524648,3300120,86073
video/avi,37506852,3299920,86068
video/avi,37506852,3299920,86068
video/avi,78365254,6899880,86012
video/avi,78365254,6899880,86012
video/avi,37419428,3300120,85846
video/avi,37419428,3300120,85846
video/avi,37400376,3300040,85794
video/avi,37399354,3300040,85763
video/avi,37399354,3300040,85763
video/avi,122371866,10800600,85752
video/avi,122371866,10800600,85752
video/avi,78147306,6900080,85750
video/avi,78147306,6900080,85750
video/avi,37366020,3300080,85683
video/avi,37366020,3300080,85683
video/avi,37348534,3300080,85640
video/avi,37348534,3300080,85640
video/avi,37313728,3300040,85559
video/avi,37313728,3300040,85559
video/avi,33897612,3000160,85535
video/avi,33897612,3000160,85535
video/avi,33850456,3000080,85366
video/avi,33850456,3000080,85366
video/avi,37232514,3299920,85363
video/avi,37232514,3299920,85363
video/avi,37172770,3300160,85248
video/avi,37172770,3300160,85248
video/avi,33785644,3000080,85237
video/avi,33785644,3000080,85237
video/avi,33798602,3000040,85227
video/avi,33798602,3000040,85227
video/avi,37114774,3300600,85099
video/avi,37114774,3300600,85099
video/avi,37125526,3300080,85099
video/avi,37125526,3300080,85099
video/avi,37099380,3300040,85050
video/avi,37099380,3300040,85050
video/avi,33720682,3000000,85034
video/avi,33720682,3000000,85034
video/avi,37072068,3300120,85024
video/avi,37072068,3300120,85024
video/avi,37069070,3300560,84998
video/avi,37069070,3300560,84998
video/avi,37080692,3300040,84996
video/avi,37080692,3300040,84996
video/avi,37068486,3300080,84985
video/avi,37068486,3300080,84985
video/avi,33474178,3000120,84403
video/avi,33474178,3000120,84403
video/avi,36800558,3300040,84318
video/avi,36800558,3300040,84318
video/avi,36742374,3300080,84208
video/avi,36742374,3300080,84208
video/avi,33382690,3000080,84190
video/avi,33382690,3000080,84190
video/avi,36721116,3300120,84165
video/avi,36721116,3300120,84165
video/avi,33371020,3000080,84154
video/avi,33371020,3000080,84154
video/avi,100060380,9000200,84048
video/avi,100060380,9000200,84048
video/avi,33243072,2999960,83796
video/avi,33243072,2999960,83796
video/avi,33259854,3000040,83742
video/avi,33259854,3000040,83742
video/avi,36553020,3300040,83722
video/avi,36553020,3300040,83722
video/avi,33231100,3000040,83716
video/avi,33231100,3000040,83716
video/avi,33227758,3000080,83711
video/avi,33227758,3000080,83711
video/avi,33197780,3000160,83675
video/avi,33197780,3000160,83675
video/avi,33229306,3000040,83664
video/avi,33229306,3000040,83664
video/avi,73001236,6600200,83630
video/avi,73001236,6600200,83630
video/avi,36498014,3300040,83588
video/avi,36498014,3300040,83588
video/avi,36438176,3300040,83437
video/avi,36438176,3300040,83437
video/avi,36415732,3300040,83346
video/avi,36415732,3300040,83346
video/avi,33050908,3000080,83205
video/avi,33050908,3000080,83205
video/avi,76005404,6900240,83203
video/avi,76005404,6900240,83203
video/avi,32891498,3000120,82879
video/avi,32891498,3000120,82879
video/avi,32905796,3000040,82847
video/avi,32905796,3000040,82847
video/avi,36140252,3300120,82759
video/avi,36140252,3300120,82759
video/avi,32851522,3000040,82702
video/avi,32851522,3000040,82702
video/avi,32823198,2999880,82659
video/avi,32798194,3000080,82593
video/avi,32798194,3000080,82593
video/avi,32807252,3000080,82576
video/avi,32807252,3000080,82576
video/avi,36090500,3300040,82571
video/avi,36090500,3300040,82571
video/avi,32728236,3000080,82370
video/avi,32728236,3000080,82370
video/avi,35932284,3300040,82180
video/avi,35932284,3300040,82180
video/avi,35900108,3300120,82168
video/avi,35900108,3300120,82168
video/avi,32651522,2999880,82161
video/avi,32651522,2999880,82161
video/avi,35870924,3300040,82074
video/avi,35870924,3300040,82074
video/avi,32538520,3000000,81930
video/avi,32538520,3000000,81930
video/avi,35830796,3300160,81913
video/avi,35830796,3300160,81913
video/avi,32519632,3000160,81876
video/avi,32519632,3000160,81876
video/avi,35773238,3300080,81853
video/avi,35773238,3300080,81853
video/avi,32509076,3000040,81841
video/avi,32509076,3000040,81841
video/avi,32514494,3000000,81807
video/avi,32514494,3000000,81807
video/avi,35760942,3300120,81785
video/avi,35760942,3300120,81785
video/avi,155963490,14400080,81772
video/avi,155963490,14400080,81772
video/avi,32354608,3000160,81432
video/avi,32354608,3000160,81432
video/avi,35518610,3300080,81217
video/avi,35518610,3300080,81217
video/avi,32261576,3000040,81182
video/avi,32261576,3000040,81182
video/avi,32249258,3000040,81097
video/avi,32249258,3000040,81097
video/avi,32253870,3000080,81069
video/avi,32253870,3000080,81069
video/avi,35477712,3300040,81039
video/avi,35477712,3300040,81039
video/avi,35400736,3299920,80958
video/avi,35400736,3299920,80958
video/avi,35379488,3300080,80876
video/avi,35379488,3300080,80876
video/avi,32112092,3000080,80795
video/avi,32112092,3000080,80795
video/avi,35372334,3300080,80791
video/avi,35372334,3300080,80791
video/avi,32119774,3000040,80752
video/avi,32119774,3000040,80752
video/avi,35305670,3300040,80699
video/avi,35305670,3300040,80699
video/avi,32095886,3000080,80687
video/avi,32095886,3000080,80687
video/avi,35291680,3300040,80662
video/avi,35291680,3300040,80662
video/avi,35265084,3299840,80638
video/avi,35265084,3299840,80638
video/avi,32058570,3000160,80625
video/avi,32058570,3000160,80625
video/avi,73686428,6900200,80585
video/avi,73686428,6900200,80585
video/avi,32038420,3000040,80534
video/avi,32038420,3000040,80534
video/avi,32035478,3000080,80527
video/avi,32035478,3000080,80527
video/avi,31998540,3000120,80440
video/avi,31998540,3000120,80440
video/avi,35170558,3300040,80394
video/avi,35170558,3300040,80394
video/avi,31980380,2999960,80382
video/avi,31980380,2999960,80382
video/avi,31924656,3000120,80268
video/avi,31924656,3000120,80268
video/avi,35103480,3300040,80197
video/avi,35103480,3300040,80197
video/avi,35073480,3299960,80173
video/avi,35073480,3299960,80173
video/avi,35031250,3300040,80055
video/avi,35031250,3300040,80055
video/avi,35038204,3300160,80042
video/avi,35038204,3300160,80042
video/avi,35030936,3300080,80025
video/avi,35030936,3300080,80025
video/avi,34997950,3300120,79956
video/avi,34997950,3300120,79956
video/avi,76346676,7200200,79931
video/avi,76346676,7200200,79931
video/avi,34966446,3300040,79927
video/avi,34966446,3300040,79927
video/avi,31800426,3000000,79897
video/avi,31800426,3000000,79897
video/avi,31798068,3000040,79888
video/avi,34958430,3300080,79881
video/avi,34958430,3300080,79881
video/avi,34853942,3300040,79546
video/avi,34853942,3300040,79546
video/avi,31600140,3000040,79322
video/avi,31600140,3000040,79322
video/avi,31562204,3000040,79231
video/avi,31562204,3000040,79231
video/avi,34685216,3300120,79222
video/avi,34685216,3300120,79222
video/avi,31507900,3000040,79161
video/avi,31507900,3000040,79161
video/avi,31466654,3000080,79066
video/avi,31466654,3000080,79066
video/avi,31484224,3000040,79058
video/avi,31484224,3000040,79058
video/avi,31456416,3000080,79048
video/avi,31456416,3000080,79048
video/avi,34585734,3300120,78996
video/avi,34585734,3300120,78996
video/avi,31436436,3000000,78931
video/avi,31436436,3000000,78931
video/avi,31411872,3000160,78931
video/avi,31411872,3000160,78931
video/avi,31421474,3000040,78921
video/avi,31421474,3000040,78921
video/avi,31400864,3000080,78832
video/avi,31400864,3000080,78832
video/avi,31382292,3000080,78817
video/avi,31382292,3000080,78817
video/avi,34514028,3299960,78816
video/avi,34514028,3299960,78816
video/avi,34512878,3300040,78806
video/avi,34512878,3300040,78806
video/avi,34405008,3300120,78544
video/avi,34405008,3300120,78544
video/avi,34369580,3300120,78467
video/avi,34369580,3300120,78467
video/avi,31224208,3000080,78413
video/avi,31224208,3000080,78413
video/avi,34356794,3299840,78402
video/avi,34356794,3299840,78402
video/avi,34276040,3300120,78234
video/avi,37357162,3600000,78157
video/avi,37357162,3600000,78157
video/avi,31111878,3000040,78063
video/avi,31111878,3000040,78063
video/avi,31095116,3000120,77969
video/avi,31095116,3000120,77969
video/avi,34146432,3300080,77928
video/avi,34146432,3300080,77928
video/avi,34127378,3300080,77869
video/avi,34127378,3300080,77869
video/avi,34030322,3300040,77601
video/avi,34030322,3300040,77601
video/avi,34026840,3300040,77574
video/avi,34026840,3300040,77574
video/avi,30931008,3000080,77557
video/avi,30931008,3000080,77557
video/avi,30915302,3000040,77540
video/avi,30915302,3000040,77540
video/avi,64540424,6272880,77452
video/avi,64540424,6272880,77452
video/avi,33963598,3300120,77446
video/avi,33963598,3300120,77446
video/avi,30826192,2999920,77316
video/avi,30826192,2999920,77316
video/avi,30821666,3000040,77296
video/avi,30821666,3000040,77296
video/avi,70864268,6900040,77292
video/avi,70864268,6900040,77292
video/avi,33843220,3300040,77155
video/avi,33843220,3300040,77155
video/avi,33815880,3300040,77106
video/avi,33810890,3300080,77042
video/avi,33810890,3300080,77042
video/avi,33765104,3299960,76997
video/avi,33765104,3299960,76997
video/avi,30684952,3000000,76996
video/avi,30684952,3000000,76996
video/avi,30677698,3000040,76942
video/avi,30677698,3000040,76942
video/avi,33712194,3300080,76866
video/avi,33712194,3300080,76866
video/avi,30639366,3000040,76838
video/avi,30639366,3000040,76838
video/avi,33714272,3300040,76820
video/avi,33714272,3300040,76820
video/avi,33679628,3300040,76802
video/avi,33679628,3300040,76802
video/avi,30579362,3000040,76658
video/avi,30579362,3000040,76658
video/avi,30563046,3000080,76598
video/avi,30563046,3000080,76598
video/avi,70258814,6900080,76558
video/avi,30520452,3000120,76513
video/avi,30520452,3000120,76513
video/avi,30534868,2999880,76509
video/avi,30534868,2999880,76509
video/avi,30504342,3000040,76430
video/avi,30504342,3000040,76430
video/avi,33490212,3300080,76288
video/avi,33490212,3300080,76288
video/avi,30425412,3000080,76286
video/avi,30425412,3000080,76286
video/avi,30437434,3000040,76265
video/avi,30437434,3000040,76265
video/avi,33471370,3300120,76244
video/avi,33471370,3300120,76244
video/avi,33431776,3299960,76196
video/avi,33431776,3299960,76196
video/avi,30376502,3000200,76140
video/avi,30376502,3000200,76140
video/avi,54673622,5400040,76124
video/avi,54673622,5400040,76124
video/avi,30329806,3000160,76003
video/avi,30329806,3000160,76003
video/avi,33320566,3300600,75923
video/avi,33320566,3300600,75923
video/avi,33246092,3300080,75731
video/avi,33246092,3300080,75731
video/avi,33236966,3300040,75726
video/avi,33190154,3300160,75603
video/avi,33190154,3300160,75603
video/avi,30166242,3000080,75504
video/avi,30166242,3000080,75504
video/avi,30149536,3000040,75497
