filetype,size,duration,bitrate
video/msvideo,166634494,3300040,399059
video/msvideo,166634494,3300040,399059
video/msvideo,362719700,7200200,398123
video/msvideo,362719700,7200200,398123
video/msvideo,166027494,3300080,397585
video/msvideo,166027494,3300080,397585
video/msvideo,165632132,3300080,396626
video/msvideo,165632132,3300080,396626
video/msvideo,150527144,3000040,396503
video/msvideo,150527144,3000040,396503
video/msvideo,150077456,3000120,395275
video/msvideo,150077456,3000120,395275
video/msvideo,164701138,3300080,394369
video/msvideo,164701138,3300080,394369
video/msvideo,149261676,3000080,393127
video/msvideo,149261676,3000080,393127
video/msvideo,148058434,3000040,389916
video/msvideo,148058434,3000040,389916
video/msvideo,265661774,5400240,388671
video/msvideo,265661774,5400240,388671
video/msvideo,162089550,3300040,388049
video/msvideo,162089550,3300040,388049
video/msvideo,161938428,3300040,387672
video/msvideo,161938428,3300040,387672
video/msvideo,146994718,3000080,387078
video/msvideo,146994718,3000080,387078
video/msvideo,146826036,2999880,386664
video/msvideo,146826036,2999880,386664
video/msvideo,146601488,3000040,386018
video/msvideo,146601488,3000040,386018
video/msvideo,146260746,3000160,385122
video/msvideo,146260746,3000160,385122
video/msvideo,160639766,3300080,384524
video/msvideo,160639766,3300080,384524
video/msvideo,318853416,6600040,381588
video/msvideo,318853416,6600040,381588
video/msvideo,158246878,3300080,378722
video/msvideo,158246878,3300080,378722
video/msvideo,143497598,3000000,377773
video/msvideo,143497598,3000000,377773
video/msvideo,156870948,3300040,375400
video/msvideo,156870948,3300040,375400
video/msvideo,156670182,3300040,374837
video/msvideo,156670182,3300040,374837
video/msvideo,199078000,4199920,374305
video/msvideo,199078000,4199920,374305
video/msvideo,141978858,3000440,373658
video/msvideo,141978858,3000440,373658
video/msvideo,340475816,7199880,373414
video/msvideo,306732286,6489360,373258
video/msvideo,306732286,6489360,373258
video/msvideo,141346360,3000080,372016
video/msvideo,141346360,3000080,372016
video/msvideo,155396944,3300000,371828
video/msvideo,155396944,3300000,371828
video/msvideo,139921528,2999920,368232
video/msvideo,139921528,2999920,368232
video/msvideo,153904414,3300080,368198
video/msvideo,153904414,3300080,368198
video/msvideo,139438496,3000280,366907
video/msvideo,139438496,3000280,366907
video/msvideo,152778564,3300120,365480
video/msvideo,152778564,3300120,365480
video/msvideo,152276796,3300160,364264
video/msvideo,152276796,3300160,364264
video/msvideo,136549276,3000040,359233
video/msvideo,136549276,3000040,359233
video/msvideo,150127702,3300040,359085
video/msvideo,150127702,3300040,359085
video/msvideo,136295906,2999920,358564
video/msvideo,136295906,2999920,358564
video/msvideo,135968410,3000440,357639
video/msvideo,135968410,3000440,357639
video/msvideo,149298702,3300000,357044
video/msvideo,149298702,3300000,357044
video/msvideo,149170868,3300000,356734
video/msvideo,149170868,3300000,356734
video/msvideo,148915878,3300080,356104
video/msvideo,148915878,3300080,356104
video/msvideo,134880034,3000080,354773
video/msvideo,134880034,3000080,354773
video/msvideo,148254500,3300080,354498
video/msvideo,148254500,3300080,354498
video/msvideo,148124316,3300080,354188
video/msvideo,148124316,3300080,354188
video/msvideo,134023510,2999880,352520
video/msvideo,134023510,2999880,352520
video/msvideo,133960936,3000760,352250
video/msvideo,133960936,3000760,352250
video/msvideo,133711038,2999840,351686
video/msvideo,133711038,2999840,351686
video/msvideo,146984940,3300000,351420
video/msvideo,146984940,3300000,351420
video/msvideo,132978848,3000040,349694
video/msvideo,132978848,3000040,349694
video/msvideo,132543030,3000080,348541
video/msvideo,132543030,3000080,348541
video/msvideo,131820642,3000080,346615
video/msvideo,144647158,3300040,345800
video/msvideo,144647158,3300040,345800
video/msvideo,144557136,3300040,345561
video/msvideo,144557136,3300040,345561
video/msvideo,143552738,3300040,343091
video/msvideo,143552738,3300040,343091
video/msvideo,143270024,3300120,342411
video/msvideo,143270024,3300120,342411
video/msvideo,128544118,3000120,337872
video/msvideo,128544118,3000120,337872
video/msvideo,128324604,3000080,337286
video/msvideo,128324604,3000080,337286
video/msvideo,128135520,3000320,336744
video/msvideo,128135520,3000320,336744
video/msvideo,126691538,3000120,332954
video/msvideo,126691538,3000120,332954
video/msvideo,126365368,3000000,332077
video/msvideo,126365368,3000000,332077
video/msvideo,126037058,2999960,331191
video/msvideo,126037058,2999960,331191
video/msvideo,138330240,3300080,330472
video/msvideo,138330240,3300080,330472
video/msvideo,125668068,3000080,330208
video/msvideo,125668068,3000080,330208
video/msvideo,125481032,2999840,329731
video/msvideo,125481032,2999840,329731
video/msvideo,125234748,3000160,329040
video/msvideo,125234748,3000160,329040
video/msvideo,125102014,3000040,328705
video/msvideo,125102014,3000040,328705
video/msvideo,124771854,3000120,327815
video/msvideo,124771854,3000120,327815
video/msvideo,124700470,3000040,327633
video/msvideo,124700470,3000040,327633
video/msvideo,124389664,3000040,326805
video/msvideo,124389664,3000040,326805
video/msvideo,124069444,3000080,325946
video/msvideo,124069444,3000080,325946
video/msvideo,135685902,3300120,324030
video/msvideo,135685902,3300120,324030
video/msvideo,135557824,3299960,323741
video/msvideo,135557824,3299960,323741
video/msvideo,221422254,5400080,323129
video/msvideo,122938632,3000000,322930
video/msvideo,122938632,3000000,322930
video/msvideo,122795874,3000080,322567
video/msvideo,122729054,3000000,322395
video/msvideo,122729054,3000000,322395
video/msvideo,220899952,5400440,322331
video/msvideo,220899952,5400440,322331
video/msvideo,134921920,3299960,322230
video/msvideo,134921920,3299960,322230
video/msvideo,134325930,3300080,320723
video/msvideo,134325930,3300080,320723
video/msvideo,121808120,3000040,319924
video/msvideo,121808120,3000040,319924
video/msvideo,121764524,3000240,319776
video/msvideo,121764524,3000240,319776
video/msvideo,121593626,3000040,319347
video/msvideo,121593626,3000040,319347
video/msvideo,121600932,3000360,319327
video/msvideo,121600932,3000360,319327
video/msvideo,120968508,3000120,317672
video/msvideo,120968508,3000120,317672
video/msvideo,120393032,3000200,316166
video/msvideo,120393032,3000200,316166
video/msvideo,120368146,3000080,316079
video/msvideo,120368146,3000080,316079
video/msvideo,120113174,3000120,315400
video/msvideo,120113174,3000120,315400
video/msvideo,119779152,2999960,314499
video/msvideo,119779152,2999960,314499
video/msvideo,131403950,3300040,313648
video/msvideo,131403950,3300040,313648
video/msvideo,118765640,2999960,311805
video/msvideo,118765640,2999960,311805
video/msvideo,130284090,3299920,310938
video/msvideo,130284090,3299920,310938
video/msvideo,118289314,3000040,310537
video/msvideo,118289314,3000040,310537
video/msvideo,118129648,2999880,310126
video/msvideo,118129648,2999880,310126
video/msvideo,212432682,5400080,309820
video/msvideo,212432682,5400080,309820
video/msvideo,140666390,3600240,307664
video/msvideo,140666390,3600240,307664
video/msvideo,117122062,3000120,307417
video/msvideo,117122062,3000120,307417
video/msvideo,117098760,3000080,307323
video/msvideo,117098760,3000080,307323
video/msvideo,116972344,3000000,307034
video/msvideo,116972344,3000000,307034
video/msvideo,127735944,3299720,304773
video/msvideo,127735944,3299720,304773
video/msvideo,115755296,3000000,303782
video/msvideo,115755296,3000000,303782
video/msvideo,126848776,3300040,302615
video/msvideo,126848776,3300040,302615
video/msvideo,126830772,3300080,302599
video/msvideo,126830772,3300080,302599
video/msvideo,115256140,3000040,302448
video/msvideo,115256140,3000040,302448
video/msvideo,115036466,3000080,301850
video/msvideo,115036466,3000080,301850
video/msvideo,114889874,3000000,301482
video/msvideo,114889874,3000000,301482
video/msvideo,114819508,3000080,301286
video/msvideo,114819508,3000080,301286
video/msvideo,114586966,3000320,300632
video/msvideo,114586966,3000320,300632
video/msvideo,114141084,3000080,299472
video/msvideo,114141084,3000080,299472
video/msvideo,113616616,3000040,298080
video/msvideo,113488024,2999880,297748
video/msvideo,113488024,2999880,297748
video/msvideo,112967132,2999960,296350
video/msvideo,112967132,2999960,296350
video/msvideo,112759702,3000040,295782
video/msvideo,112759702,3000040,295782
video/msvideo,112551104,3000040,295236
video/msvideo,112551104,3000040,295236
video/msvideo,123175094,3300040,293704
video/msvideo,123175094,3300040,293704
video/msvideo,111784100,3000240,293167
video/msvideo,111784100,3000240,293167
video/msvideo,111615554,3000040,292739
video/msvideo,111615554,3000040,292739
video/msvideo,111450684,3000080,292296
video/msvideo,111450684,3000080,292296
video/msvideo,122350542,3300080,291747
video/msvideo,122350542,3300080,291747
video/msvideo,122345834,3300080,291667
video/msvideo,122345834,3300080,291667
video/msvideo,122089484,3300080,291118
video/msvideo,122089484,3300080,291118
video/msvideo,121590976,3300240,289822
video/msvideo,121590976,3300240,289822
video/msvideo,110410808,3000080,289523
video/msvideo,110410808,3000080,289523
video/msvideo,109976754,3000160,288364
video/msvideo,109976754,3000160,288364
video/msvideo,109797100,3000080,287921
video/msvideo,109797100,3000080,287921
video/msvideo,120180488,3300160,286445
video/msvideo,120180488,3300160,286445
video/msvideo,120112958,3300080,286282
video/msvideo,120112958,3300080,286282
video/msvideo,109184844,2999920,286269
video/msvideo,109184844,2999920,286269
video/msvideo,109106430,2999800,286098
video/msvideo,109106430,2999800,286098
video/msvideo,108663166,2999920,284881
video/msvideo,108663166,2999920,284881
video/msvideo,108608166,3000400,284691
video/msvideo,108608166,3000400,284691
video/msvideo,107340208,2971760,284056
video/msvideo,107340208,2971760,284056
video/msvideo,194620076,5400080,283423
video/msvideo,117622552,3299920,280301
video/msvideo,117622552,3299920,280301
video/msvideo,106934524,2999920,280278
video/msvideo,106934524,2999920,280278
video/msvideo,106876166,3000280,280074
video/msvideo,106876166,3000280,280074
video/msvideo,117485200,3300080,279915
video/msvideo,117485200,3300080,279915
video/msvideo,117346454,3300240,279567
video/msvideo,117346454,3300240,279567
video/msvideo,106661928,2999960,279547
video/msvideo,106661928,2999960,279547
video/msvideo,106505916,3000080,279124
video/msvideo,106505916,3000080,279124
video/msvideo,106230940,3000360,278401
video/msvideo,106230940,3000360,278401
video/msvideo,116767790,3300200,278171
video/msvideo,116767790,3300200,278171
video/msvideo,116612488,3299960,277815
video/msvideo,116612488,3299960,277815
video/msvideo,243671902,6900080,277619
video/msvideo,243671902,6900080,277619
video/msvideo,232748758,6600240,277276
video/msvideo,232748758,6600240,277276
video/msvideo,115762174,3300120,275732
video/msvideo,115762174,3300120,275732
video/msvideo,105203708,3000200,275629
video/msvideo,105203708,3000200,275629
video/msvideo,115176738,3300080,274351
video/msvideo,115176738,3300080,274351
video/msvideo,104403624,3000040,273508
video/msvideo,104403624,3000040,273508
video/msvideo,104161664,3000040,272862
video/msvideo,104161664,3000040,272862
video/msvideo,114578052,3300040,272843
video/msvideo,114578052,3300040,272843
video/msvideo,104104380,3000080,272705
video/msvideo,104104380,3000080,272705
video/msvideo,103838526,3000000,271986
video/msvideo,103838526,3000000,271986
video/msvideo,103768356,3000120,271805
video/msvideo,103768356,3000120,271805
video/msvideo,103743444,2999960,271750
video/msvideo,103743444,2999960,271750
video/msvideo,113913452,3300040,271224
video/msvideo,113913452,3300040,271224
video/msvideo,103478796,3000080,271037
video/msvideo,103478796,3000080,271037
video/msvideo,103364732,3000080,270733
video/msvideo,103364732,3000080,270733
video/msvideo,103222188,3000480,270315
video/msvideo,103222188,3000480,270315
video/msvideo,102738342,3000040,269072
video/msvideo,102738342,3000040,269072
video/msvideo,102558482,3000000,268557
video/msvideo,102558482,3000000,268557
video/msvideo,112181330,3300600,267002
video/msvideo,112181330,3300600,267002
video/msvideo,101680280,3000040,266236
video/msvideo,101680280,3000040,266236
video/msvideo,101619576,2999960,266088
video/msvideo,101619576,2999960,266088
video/msvideo,101299514,3000000,265232
video/msvideo,101299514,3000000,265232
video/msvideo,101080670,3000040,264653
video/msvideo,101080670,3000040,264653
video/msvideo,100941804,3000120,264293
video/msvideo,100941804,3000120,264293
video/msvideo,100879712,3000120,264110
video/msvideo,100879712,3000120,264110
video/msvideo,110915022,3300080,264024
video/msvideo,110915022,3300080,264024
video/msvideo,110635004,3300080,263302
video/msvideo,110563344,3300160,263121
video/msvideo,110563344,3300160,263121
video/msvideo,90442132,2700120,263066
video/msvideo,90442132,2700120,263066
video/msvideo,100455924,3000080,262974
video/msvideo,100455924,3000080,262974
video/msvideo,110326394,3299960,262562
video/msvideo,110326394,3299960,262562
video/msvideo,100005462,3000120,261772
video/msvideo,100005462,3000120,261772
video/msvideo,109938530,3300040,261616
video/msvideo,109938530,3300040,261616
video/msvideo,109775512,3300040,261251
video/msvideo,109775512,3300040,261251
video/msvideo,99678194,3000040,260883
video/msvideo,99678194,3000040,260883
video/msvideo,109178648,3300040,259782
video/msvideo,109178648,3300040,259782
video/msvideo,98984392,3000000,259044
video/msvideo,98984392,3000000,259044
video/msvideo,98840750,3000480,258626
video/msvideo,98840750,3000480,258626
video/msvideo,98688336,3000000,258271
video/msvideo,98688336,3000000,258271
video/msvideo,108475090,3300120,258063
video/msvideo,108475090,3300120,258063
video/msvideo,98547776,2999960,257888
video/msvideo,98547776,2999960,257888
video/msvideo,108088312,3300080,257100
video/msvideo,108088312,3300080,257100
video/msvideo,108017644,3300080,256997
video/msvideo,108017644,3300080,256997
video/msvideo,98137166,3000120,256795
video/msvideo,98137166,3000120,256795
video/msvideo,98006520,3000040,256441
video/msvideo,98006520,3000040,256441
video/msvideo,107782714,3300120,256383
video/msvideo,107782714,3300120,256383
video/msvideo,107735942,3300120,256281
video/msvideo,107735942,3300120,256281
video/msvideo,97813608,3000120,255958
video/msvideo,97813608,3000120,255958
video/msvideo,97754224,3000040,255775
video/msvideo,97754224,3000040,255775
video/msvideo,97725446,3000000,255720
video/msvideo,97725446,3000000,255720
video/msvideo,234524724,7200040,255700
video/msvideo,97311148,3000000,254604
video/msvideo,97311148,3000000,254604
video/msvideo,107042268,3300040,254597
video/msvideo,107042268,3300040,254597
video/msvideo,97250876,2999960,254451
video/msvideo,97250876,2999960,254451
video/msvideo,97249308,3000040,254419
video/msvideo,97249308,3000040,254419
video/msvideo,106835792,3300040,254094
video/msvideo,106835792,3300040,254094
video/msvideo,106325692,3300080,252895
video/msvideo,106325692,3300080,252895
video/msvideo,96584928,3000040,252652
video/msvideo,96584928,3000040,252652
video/msvideo,115573138,3600240,251937
video/msvideo,115573138,3600240,251937
video/msvideo,96305522,3000000,251925
video/msvideo,96305522,3000000,251925
video/msvideo,105892942,3300720,251750
video/msvideo,105892942,3300720,251750
video/msvideo,105818564,3300040,251669
video/msvideo,105818564,3300040,251669
video/msvideo,230180766,7200160,250842
video/msvideo,230180766,7200160,250842
video/msvideo,95818716,2999880,250608
video/msvideo,95818716,2999880,250608
video/msvideo,119069324,3733840,250196
video/msvideo,119069324,3733840,250196
video/msvideo,114217234,3600080,248911
video/msvideo,114217234,3600080,248911
video/msvideo,104643282,3300040,248829
video/msvideo,104643282,3300040,248829
video/msvideo,94878326,3000040,248108
video/msvideo,94878326,3000040,248108
video/msvideo,94874332,3000000,248099
video/msvideo,94874332,3000000,248099
video/msvideo,104336182,3300120,248034
video/msvideo,104336182,3300120,248034
video/msvideo,104053864,3300040,247355
video/msvideo,104053864,3300040,247355
video/msvideo,94431300,3000040,246920
video/msvideo,94431300,3000040,246920
video/msvideo,103488408,3300120,245975
video/msvideo,103488408,3300120,245975
video/msvideo,94066256,3000120,245941
video/msvideo,94066256,3000120,245941
video/msvideo,93974560,3000040,245698
video/msvideo,93974560,3000040,245698
video/msvideo,93812368,2999960,245262
video/msvideo,93812368,2999960,245262
video/msvideo,93605574,2999880,244723
video/msvideo,93605574,2999880,244723
video/msvideo,102962770,3300000,244700
video/msvideo,102962770,3300000,244700
video/msvideo,102251706,3300040,242977
video/msvideo,102251706,3300040,242977
video/msvideo,101899546,3300040,242174
video/msvideo,92569506,3000080,241984
video/msvideo,92569506,3000080,241984
video/msvideo,122275068,3974920,241140
video/msvideo,122275068,3974920,241140
video/msvideo,92214934,2999880,241011
video/msvideo,92214934,2999880,241011
video/msvideo,101419514,3300080,241004
video/msvideo,101419514,3300080,241004
video/msvideo,101410872,3299960,240939
video/msvideo,101410872,3299960,240939
video/msvideo,92120656,2999880,240779
video/msvideo,92120656,2999880,240779
video/msvideo,165787576,5400320,240681
video/msvideo,165787576,5400320,240681
video/msvideo,101265468,3299920,240598
video/msvideo,101265468,3299920,240598
video/msvideo,101217486,3300200,240462
video/msvideo,101217486,3300200,240462
video/msvideo,100764324,3300000,239374
video/msvideo,100764324,3300000,239374
video/msvideo,100616838,3300080,239020
video/msvideo,100616838,3300080,239020
video/msvideo,91443344,3000040,238947
video/msvideo,91443344,3000040,238947
video/msvideo,100341636,3300120,238349
video/msvideo,100341636,3300120,238349
video/msvideo,90981570,3000080,237718
video/msvideo,90981570,3000080,237718
video/msvideo,100043478,3300040,237638
video/msvideo,100043478,3300040,237638
video/msvideo,90873724,3000120,237418
video/msvideo,90873724,3000120,237418
video/msvideo,90501704,3000080,236432
video/msvideo,90501704,3000080,236432
video/msvideo,99516476,3300040,236348
video/msvideo,99516476,3300040,236348
video/msvideo,90444300,3000040,236283
video/msvideo,99379396,3300080,236058
video/msvideo,99379396,3300080,236058
video/msvideo,99159408,3300040,235528
video/msvideo,99159408,3300040,235528
video/msvideo,89887366,3000040,234813
video/msvideo,215231028,7199880,234250
video/msvideo,215231028,7199880,234250
video/msvideo,98303118,3300080,233448
video/msvideo,98303118,3300080,233448
video/msvideo,89281610,3000120,233187
video/msvideo,89281610,3000120,233187
video/msvideo,98173450,3300080,233091
video/msvideo,98173450,3300080,233091
video/msvideo,89124962,3000200,232755
video/msvideo,89124962,3000200,232755
video/msvideo,97987714,3300120,232638
video/msvideo,97987714,3300120,232638
video/msvideo,97092312,3300080,230472
video/msvideo,97092312,3300080,230472
video/msvideo,88233798,2999960,230400
video/msvideo,88233798,2999960,230400
video/msvideo,87968744,3000240,229656
video/msvideo,87968744,3000240,229656
video/msvideo,96612346,3300080,229348
video/msvideo,96612346,3300080,229348
video/msvideo,96501484,3300080,229044
video/msvideo,96244896,3300000,228443
video/msvideo,96244896,3300000,228443
video/msvideo,96170092,3300040,228201
video/msvideo,96170092,3300040,228201
video/msvideo,95987678,3300120,227791
video/msvideo,95987678,3300120,227791
video/msvideo,104520614,3600000,227369
video/msvideo,95688438,3300000,227096
video/msvideo,95688438,3300000,227096
video/msvideo,95643376,3300120,226955
video/msvideo,95643376,3300120,226955
video/msvideo,86830574,3000080,226664
video/msvideo,86830574,3000080,226664
video/msvideo,95482104,3300120,226559
video/msvideo,95482104,3300120,226559
video/msvideo,95220808,3300120,225968
video/msvideo,95220808,3300120,225968
video/msvideo,94826640,3299760,224984
video/msvideo,94826640,3299760,224984
video/msvideo,94437452,3299960,224028
video/msvideo,94437452,3299960,224028
video/msvideo,94399388,3299840,223946
video/msvideo,94399388,3299840,223946
video/msvideo,85796770,3000120,223883
video/msvideo,85569338,3000080,223303
video/msvideo,85569338,3000080,223303
video/msvideo,94109002,3300080,223247
video/msvideo,94109002,3300080,223247
video/msvideo,85560078,3000040,223224
video/msvideo,85560078,3000040,223224
video/msvideo,85542746,3000080,223208
video/msvideo,85542746,3000080,223208
video/msvideo,93982788,3300040,222935
video/msvideo,93982788,3300040,222935
video/msvideo,85401910,3000040,222869
video/msvideo,85401910,3000040,222869
video/msvideo,93889022,3300080,222704
video/msvideo,93889022,3300080,222704
video/msvideo,85074408,3000080,221960
video/msvideo,85074408,3000080,221960
video/msvideo,85024222,2999880,221825
video/msvideo,85024222,2999880,221825
video/msvideo,85000316,3000120,221761
video/msvideo,85000316,3000120,221761
video/msvideo,84849806,2999920,221361
video/msvideo,84849806,2999920,221361
video/msvideo,84833460,3000040,221298
video/msvideo,84833460,3000040,221298
video/msvideo,92464288,3300080,219294
video/msvideo,92464288,3300080,219294
video/msvideo,92252828,3299960,218769
video/msvideo,92252828,3299960,218769
video/msvideo,91955960,3300120,218022
video/msvideo,91955960,3300120,218022
video/msvideo,83523910,3000200,217818
video/msvideo,83523910,3000200,217818
video/msvideo,83401392,2999840,217516
video/msvideo,83401392,2999840,217516
video/msvideo,91506266,3300040,216931
video/msvideo,91506266,3300040,216931
video/msvideo,91388978,3300080,216624
video/msvideo,91388978,3300080,216624
video/msvideo,83037190,3000120,216557
video/msvideo,83037190,3000120,216557
video/msvideo,91126584,3300040,216011
video/msvideo,91126584,3300040,216011
video/msvideo,91071660,3300040,215886
video/msvideo,91071660,3300040,215886
video/msvideo,82741650,3000040,215741
video/msvideo,82741650,3000040,215741
video/msvideo,90635366,3300080,214823
video/msvideo,90635366,3300080,214823
video/msvideo,90407002,3300120,214259
video/msvideo,90407002,3300120,214259
video/msvideo,90198096,3300160,213778
video/msvideo,90198096,3300160,213778
video/msvideo,90176440,3300120,213711
video/msvideo,90176440,3300120,213711
video/msvideo,90157532,3300160,213692
video/msvideo,90157532,3300160,213692
video/msvideo,81751816,3000040,213103
video/msvideo,81751816,3000040,213103
video/msvideo,81641980,3000080,212807
video/msvideo,81641980,3000080,212807
video/msvideo,81624164,3000040,212762
video/msvideo,81624164,3000040,212762
video/msvideo,89698882,3300080,212590
video/msvideo,89698882,3300080,212590
video/msvideo,146586892,5400480,212254
video/msvideo,146586892,5400480,212254
video/msvideo,195120422,7199880,211904
video/msvideo,89369470,3300080,211748
video/msvideo,89369470,3300080,211748
video/msvideo,81223992,3000040,211690
video/msvideo,81223992,3000040,211690
video/msvideo,81177598,3000000,211566
video/msvideo,81177598,3000000,211566
video/msvideo,80534350,3000000,209859
video/msvideo,80534350,3000000,209859
video/msvideo,80354142,3000040,209375
video/msvideo,80354142,3000040,209375
video/msvideo,88167980,3300160,208832
video/msvideo,88167980,3300160,208832
video/msvideo,88086612,3300120,208635
video/msvideo,88086612,3300120,208635
video/msvideo,79563590,3000000,207270
video/msvideo,79563590,3000000,207270
video/msvideo,87396490,3300120,206998
video/msvideo,87396490,3300120,206998
video/msvideo,87304654,3300080,206766
video/msvideo,87304654,3300080,206766
video/msvideo,86482972,3300200,204763
video/msvideo,86482972,3300200,204763
video/msvideo,86459044,3299960,204739
video/msvideo,86459044,3299960,204739
video/msvideo,86350426,3300040,204473
video/msvideo,86350426,3300040,204473
video/msvideo,86323800,3300080,204399
video/msvideo,86323800,3300080,204399
video/msvideo,78309774,3000120,203918
video/msvideo,78309774,3000120,203918
video/msvideo,85997780,3300120,203569
video/msvideo,85997780,3300120,203569
video/msvideo,171942336,6600120,203521
video/msvideo,171942336,6600120,203521
video/msvideo,78119188,3000080,203475
video/msvideo,78119188,3000080,203475
video/msvideo,85623910,3300120,202666
video/msvideo,85623910,3300120,202666
video/msvideo,85538704,3300080,202477
video/msvideo,85538704,3300080,202477
video/msvideo,185694186,7200160,201422
video/msvideo,185694186,7200160,201422
video/msvideo,84947248,3300040,201018
video/msvideo,84947248,3300040,201018
video/msvideo,84422866,3300040,199760
video/msvideo,84422866,3300040,199760
video/msvideo,76603796,3000120,199401
video/msvideo,76603796,3000120,199401
video/msvideo,84127936,3299840,199057
video/msvideo,175424448,6900280,198509
video/msvideo,175424448,6900280,198509
video/msvideo,83786890,3300120,198258
video/msvideo,83786890,3300120,198258
video/msvideo,76133630,3000080,198044
video/msvideo,76057612,3000120,197921
video/msvideo,76057612,3000120,197921
video/msvideo,75942800,3000120,197609
video/msvideo,75942800,3000120,197609
video/msvideo,83285638,3300120,196997
video/msvideo,83285638,3300120,196997
video/msvideo,181569348,7200080,196842
video/msvideo,181569348,7200080,196842
video/msvideo,173710104,6900040,196503
video/msvideo,173710104,6900040,196503
video/msvideo,83001136,3300080,196310
video/msvideo,75318716,2999800,195968
video/msvideo,75318716,2999800,195968
video/msvideo,75291150,3000040,195878
video/msvideo,75291150,3000040,195878
video/msvideo,90307956,3600040,195784
video/msvideo,82650500,3300080,195467
video/msvideo,82650500,3300080,195467
video/msvideo,82308322,3300080,194631
video/msvideo,82308322,3300080,194631
video/msvideo,74522346,3000080,193841
video/msvideo,74522346,3000080,193841
video/msvideo,81842136,3299920,193517
video/msvideo,81842136,3299920,193517
video/msvideo,133805148,5400440,193323
video/msvideo,133805148,5400440,193323
video/msvideo,88795156,3600160,192415
video/msvideo,88795156,3600160,192415
video/msvideo,73748224,3000160,191778
video/msvideo,73748224,3000160,191778
video/msvideo,73695374,3000240,191615
video/msvideo,73695374,3000240,191615
video/msvideo,80847150,3300080,191091
video/msvideo,80847150,3300080,191091
video/msvideo,73482554,3000040,191081
video/msvideo,73482554,3000040,191081
video/msvideo,80802658,3300040,190992
video/msvideo,80802658,3300040,190992
video/msvideo,73272352,2999920,190492
video/msvideo,73272352,2999920,190492
video/msvideo,80367040,3299960,189932
video/msvideo,80367040,3299960,189932
video/msvideo,72850896,3000160,189364
video/msvideo,72850896,3000160,189364
video/msvideo,79969098,3300080,188960
video/msvideo,79908908,3300000,188824
video/msvideo,79908908,3300000,188824
video/msvideo,79820290,3300080,188599
video/msvideo,79630982,3300080,188140
video/msvideo,79630982,3300080,188140
video/msvideo,79399502,3299920,187554
video/msvideo,79399502,3299920,187554
video/msvideo,79319918,3299920,187403
video/msvideo,79319918,3299920,187403
video/msvideo,79036648,3300040,186749
video/msvideo,79036648,3300040,186749
video/msvideo,171750244,7199800,185942
video/msvideo,68902678,2892760,185634
video/msvideo,68902678,2892760,185634
video/msvideo,78521874,3300120,185476
video/msvideo,78521874,3300120,185476
video/msvideo,71230180,3000200,185053
video/msvideo,71230180,3000200,185053
video/msvideo,163647242,6900640,184819
video/msvideo,163647242,6900640,184819
video/msvideo,77966130,3300160,184102
video/msvideo,77966130,3300160,184102
video/msvideo,77740148,3299960,183564
video/msvideo,77740148,3299960,183564
video/msvideo,77710734,3300120,183483
video/msvideo,77710734,3300120,183483
video/msvideo,77504556,3300160,182991
video/msvideo,77504556,3300160,182991
video/msvideo,154408188,6600080,182269
video/msvideo,154408188,6600080,182269
video/msvideo,168038858,7200120,181807
video/msvideo,76929678,3300160,181588
video/msvideo,76929678,3300160,181588
video/msvideo,76824810,3300080,181381
video/msvideo,76824810,3300080,181381
video/msvideo,69800368,3000000,181273
video/msvideo,69800368,3000000,181273
video/msvideo,167074604,7200080,180740
video/msvideo,167074604,7200080,180740
video/msvideo,76554578,3300120,180680
video/msvideo,76554578,3300120,180680
video/msvideo,76108378,3300080,179582
video/msvideo,76108378,3300080,179582
video/msvideo,75899142,3300120,179091
video/msvideo,75899142,3300120,179091
video/msvideo,75767766,3300080,178810
video/msvideo,75767766,3300080,178810
video/msvideo,68889052,3000120,178797
video/msvideo,68889052,3000120,178797
video/msvideo,75555300,3300200,178253
video/msvideo,75555300,3300200,178253
video/msvideo,75327726,3300520,177719
video/msvideo,75327726,3300520,177719
video/msvideo,75184332,3300080,177342
video/msvideo,75184332,3300080,177342
video/msvideo,68194856,2999840,176963
video/msvideo,68194856,2999840,176963
video/msvideo,68197228,3000200,176948
video/msvideo,74941120,3300040,176743
video/msvideo,74941120,3300040,176743
video/msvideo,74884442,3300040,176633
video/msvideo,74884442,3300040,176633
video/msvideo,74728718,3300040,176266
video/msvideo,74728718,3300040,176266
video/msvideo,74654744,3300040,176078
video/msvideo,74654744,3300040,176078
video/msvideo,67774506,2999920,175837
video/msvideo,67774506,2999920,175837
video/msvideo,74469606,3300080,175638
video/msvideo,74469606,3300080,175638
video/msvideo,67597988,3000080,175357
video/msvideo,67597988,3000080,175357
video/msvideo,74330180,3300080,175331
video/msvideo,74330180,3300080,175331
video/msvideo,74277502,3300600,175165
video/msvideo,74277502,3300600,175165
video/msvideo,67393342,3000080,174826
video/msvideo,67388314,3000080,174801
video/msvideo,67388314,3000080,174801
video/msvideo,67275134,3000120,174493
video/msvideo,67275134,3000120,174493
video/msvideo,73999780,3300120,174491
video/msvideo,73999780,3300120,174491
video/msvideo,73981186,3300120,174429
video/msvideo,73981186,3300120,174429
video/msvideo,66990006,3000040,173740
video/msvideo,66990006,3000040,173740
video/msvideo,66952576,3000080,173636
video/msvideo,66952576,3000080,173636
video/msvideo,73613454,3300080,173552
video/msvideo,73613454,3300080,173552
